comunidad,provincia,year,Tipo,numero,Textbox6,Textbox7,numero1
Andalucía,Málaga,2015,Heridos hospitalizados,237,Subtotal Andalucía,1.281,9.495
Andalucía,Málaga,2015,Total víctimas,3.589,Subtotal Andalucía,24.159,136.144
Andalucía,Málaga,2016,Nº de accidentes con víctimas,2.215,Subtotal Andalucía,15.577,102.362
Andalucía,Málaga,2016,Víctimas mortales,57,Subtotal Andalucía,303,1.810
Andalucía,Málaga,2016,Heridos hospitalizados,252,Subtotal Andalucía,1.453,9.755
Andalucía,Málaga,2016,Total víctimas,3.249,Subtotal Andalucía,23.291,142.200
Andalucía,Málaga,2017,Nº de accidentes con víctimas,2.035,Subtotal Andalucía,15.386,102.233
Andalucía,Málaga,2017,Víctimas mortales,67,Subtotal Andalucía,305,1.830
Andalucía,Málaga,2017,Heridos hospitalizados,222,Subtotal Andalucía,1.372,9.546
Andalucía,Málaga,2017,Total víctimas,2.905,Subtotal Andalucía,22.608,140.992
Andalucía,Málaga,2018,Nº de accidentes con víctimas,4.265,Subtotal Andalucía,16.811,102.299
Andalucía,Málaga,2018,Víctimas mortales,39,Subtotal Andalucía,274,1.806
Andalucía,Málaga,2018,Heridos hospitalizados,224,Subtotal Andalucía,1.284,8.935
Andalucía,Málaga,2018,Total víctimas,5.836,Subtotal Andalucía,24.474,140.415
Andalucía,Málaga,2019,Nº de accidentes con víctimas,5.006,Subtotal Andalucía,17.964,104.080
Andalucía,Málaga,2019,Víctimas mortales,56,Subtotal Andalucía,304,1.755
Andalucía,Málaga,2019,Heridos hospitalizados,279,Subtotal Andalucía,1.348,8.613
Andalucía,Málaga,2019,Total víctimas,6.818,Subtotal Andalucía,25.575,141.113
Andalucía,Málaga,2020,Nº de accidentes con víctimas,3.544,Subtotal Andalucía,12.792,72.959
Andalucía,Málaga,2020,Víctimas mortales,51,Subtotal Andalucía,254,1.370
Andalucía,Málaga,2020,Heridos hospitalizados,252,Subtotal Andalucía,1.139,6.681
Andalucía,Málaga,2020,Total víctimas,4.731,Subtotal Andalucía,17.710,95.932
Andalucía,Málaga,2021,Nº de accidentes con víctimas,4.475,Subtotal Andalucía,15.472,89.862
Andalucía,Málaga,2021,Víctimas mortales,58,Subtotal Andalucía,302,1.533
Andalucía,Málaga,2021,Heridos hospitalizados,240,Subtotal Andalucía,1.175,7.784
Andalucía,Málaga,2021,Total víctimas,6.137,Subtotal Andalucía,21.880,119.695
Andalucía,Málaga,2022,Nº de accidentes con víctimas,4.961,Subtotal Andalucía,16.696,97.916
Andalucía,Málaga,2022,Víctimas mortales,60,Subtotal Andalucía,333,1.746
Andalucía,Málaga,2022,Heridos hospitalizados,238,Subtotal Andalucía,1.218,8.502
Andalucía,Málaga,2022,Total víctimas,6.649,Subtotal Andalucía,23.308,129.576
Andalucía,Sevilla,2011,Nº de accidentes con víctimas,2.421,Subtotal Andalucía,11.629,83.027
Andalucía,Sevilla,2011,Víctimas mortales,76,Subtotal Andalucía,327,2.060
Andalucía,Sevilla,2011,Heridos hospitalizados,298,Subtotal Andalucía,1.864,11.347
Andalucía,Sevilla,2011,Total víctimas,3.624,Subtotal Andalucía,17.694,117.687
Andalucía,Sevilla,2012,Nº de accidentes con víctimas,2.464,Subtotal Andalucía,11.648,83.115
Andalucía,Sevilla,2012,Víctimas mortales,50,Subtotal Andalucía,295,1.903
Andalucía,Sevilla,2012,Heridos hospitalizados,281,Subtotal Andalucía,1.553,10.444
Andalucía,Sevilla,2012,Total víctimas,3.900,Subtotal Andalucía,17.790,117.793
Andalucía,Sevilla,2013,Nº de accidentes con víctimas,3.617,Subtotal Andalucía,13.944,89.519
Andalucía,Sevilla,2013,Víctimas mortales,48,Subtotal Andalucía,283,1.680
Andalucía,Sevilla,2013,Heridos hospitalizados,319,Subtotal Andalucía,1.615,10.086
Andalucía,Sevilla,2013,Total víctimas,5.492,Subtotal Andalucía,20.940,126.400
Andalucía,Sevilla,2014,Nº de accidentes con víctimas,4.305,Subtotal Andalucía,14.809,91.570
Andalucía,Sevilla,2014,Víctimas mortales,52,Subtotal Andalucía,287,1.688
Andalucía,Sevilla,2014,Heridos hospitalizados,266,Subtotal Andalucía,1.345,9.574
Andalucía,Sevilla,2014,Total víctimas,6.418,Subtotal Andalucía,22.058,128.320
Andalucía,Sevilla,2015,Nº de accidentes con víctimas,5.371,Subtotal Andalucía,16.184,97.756
Andalucía,Sevilla,2015,Víctimas mortales,43,Subtotal Andalucía,262,1.689
Andalucía,Sevilla,2015,Heridos hospitalizados,242,Subtotal Andalucía,1.281,9.495
Andalucía,Sevilla,2015,Total víctimas,8.006,Subtotal Andalucía,24.159,136.144
Andalucía,Sevilla,2016,Nº de accidentes con víctimas,5.033,Subtotal Andalucía,15.577,102.362
Andalucía,Sevilla,2016,Víctimas mortales,66,Subtotal Andalucía,303,1.810
Andalucía,Sevilla,2016,Heridos hospitalizados,329,Subtotal Andalucía,1.453,9.755
Andalucía,Sevilla,2016,Total víctimas,7.492,Subtotal Andalucía,23.291,142.200
Andalucía,Sevilla,2017,Nº de accidentes con víctimas,4.592,Subtotal Andalucía,15.386,102.233
Andalucía,Sevilla,2017,Víctimas mortales,55,Subtotal Andalucía,305,1.830
Andalucía,Sevilla,2017,Heridos hospitalizados,308,Subtotal Andalucía,1.372,9.546
Andalucía,Sevilla,2017,Total víctimas,6.673,Subtotal Andalucía,22.608,140.992
Andalucía,Sevilla,2018,Nº de accidentes con víctimas,4.454,Subtotal Andalucía,16.811,102.299
Andalucía,Sevilla,2018,Víctimas mortales,58,Subtotal Andalucía,274,1.806
Andalucía,Sevilla,2018,Heridos hospitalizados,264,Subtotal Andalucía,1.284,8.935
Andalucía,Sevilla,2018,Total víctimas,6.515,Subtotal Andalucía,24.474,140.415
Andalucía,Sevilla,2019,Nº de accidentes con víctimas,4.589,Subtotal Andalucía,17.964,104.080
Andalucía,Sevilla,2019,Víctimas mortales,68,Subtotal Andalucía,304,1.755
Andalucía,Sevilla,2019,Heridos hospitalizados,310,Subtotal Andalucía,1.348,8.613
Andalucía,Sevilla,2019,Total víctimas,6.669,Subtotal Andalucía,25.575,141.113
Andalucía,Sevilla,2020,Nº de accidentes con víctimas,3.201,Subtotal Andalucía,12.792,72.959
Andalucía,Sevilla,2020,Víctimas mortales,50,Subtotal Andalucía,254,1.370
Andalucía,Sevilla,2020,Heridos hospitalizados,238,Subtotal Andalucía,1.139,6.681
Andalucía,Sevilla,2020,Total víctimas,4.485,Subtotal Andalucía,17.710,95.932
Andalucía,Sevilla,2021,Nº de accidentes con víctimas,4.073,Subtotal Andalucía,15.472,89.862
Andalucía,Sevilla,2021,Víctimas mortales,48,Subtotal Andalucía,302,1.533
Andalucía,Sevilla,2021,Heridos hospitalizados,273,Subtotal Andalucía,1.175,7.784
Andalucía,Sevilla,2021,Total víctimas,5.850,Subtotal Andalucía,21.880,119.695
Andalucía,Sevilla,2022,Nº de accidentes con víctimas,3.983,Subtotal Andalucía,16.696,97.916
Andalucía,Sevilla,2022,Víctimas mortales,72,Subtotal Andalucía,333,1.746
Andalucía,Sevilla,2022,Heridos hospitalizados,263,Subtotal Andalucía,1.218,8.502
Andalucía,Sevilla,2022,Total víctimas,5.731,Subtotal Andalucía,23.308,129.576
Aragón,Huesca,2011,Nº de accidentes con víctimas,380,Subtotal Aragón,2.108,83.027
Aragón,Huesca,2011,Víctimas mortales,29,Subtotal Aragón,86,2.060
Aragón,Huesca,2011,Heridos hospitalizados,130,Subtotal Aragón,508,11.347
Aragón,Huesca,2011,Total víctimas,586,Subtotal Aragón,2.962,117.687
Aragón,Huesca,2012,Nº de accidentes con víctimas,368,Subtotal Aragón,2.044,83.115
Aragón,Huesca,2012,Víctimas mortales,24,Subtotal Aragón,86,1.903
Aragón,Huesca,2012,Heridos hospitalizados,94,Subtotal Aragón,426,10.444
Aragón,Huesca,2012,Total víctimas,533,Subtotal Aragón,2.795,117.793
Aragón,Huesca,2013,Nº de accidentes con víctimas,422,Subtotal Aragón,2.040,89.519
Aragón,Huesca,2013,Víctimas mortales,22,Subtotal Aragón,68,1.680
Aragón,Huesca,2013,Heridos hospitalizados,111,Subtotal Aragón,392,10.086
Aragón,Huesca,2013,Total víctimas,584,Subtotal Aragón,2.833,126.400
Aragón,Huesca,2014,Nº de accidentes con víctimas,387,Subtotal Aragón,2.100,91.570
Aragón,Huesca,2014,Víctimas mortales,24,Subtotal Aragón,77,1.688
Aragón,Huesca,2014,Heridos hospitalizados,108,Subtotal Aragón,364,9.574
Aragón,Huesca,2014,Total víctimas,563,Subtotal Aragón,2.901,128.320
Aragón,Huesca,2015,Nº de accidentes con víctimas,482,Subtotal Aragón,2.200,97.756
Aragón,Huesca,2015,Víctimas mortales,17,Subtotal Aragón,71,1.689
Aragón,Huesca,2015,Heridos hospitalizados,111,Subtotal Aragón,385,9.495
Aragón,Huesca,2015,Total víctimas,670,Subtotal Aragón,3.033,136.144
Aragón,Huesca,2016,Nº de accidentes con víctimas,463,Subtotal Aragón,2.174,102.362
Aragón,Huesca,2016,Víctimas mortales,21,Subtotal Aragón,73,1.810
Aragón,Huesca,2016,Heridos hospitalizados,104,Subtotal Aragón,374,9.755
Aragón,Huesca,2016,Total víctimas,646,Subtotal Aragón,3.064,142.200
Aragón,Huesca,2017,Nº de accidentes con víctimas,498,Subtotal Aragón,2.406,102.233
Aragón,Huesca,2017,Víctimas mortales,25,Subtotal Aragón,80,1.830
Aragón,Huesca,2017,Heridos hospitalizados,108,Subtotal Aragón,398,9.546
Aragón,Huesca,2017,Total víctimas,706,Subtotal Aragón,3.369,140.992
Aragón,Huesca,2018,Nº de accidentes con víctimas,380,Subtotal Aragón,2.150,102.299
Aragón,Huesca,2018,Víctimas mortales,27,Subtotal Aragón,85,1.806
Aragón,Huesca,2018,Heridos hospitalizados,69,Subtotal Aragón,330,8.935
Aragón,Huesca,2018,Total víctimas,558,Subtotal Aragón,3.000,140.415
Aragón,Huesca,2019,Nº de accidentes con víctimas,441,Subtotal Aragón,2.235,104.080
Aragón,Huesca,2019,Víctimas mortales,29,Subtotal Aragón,63,1.755
Aragón,Huesca,2019,Heridos hospitalizados,73,Subtotal Aragón,325,8.613
Aragón,Huesca,2019,Total víctimas,621,Subtotal Aragón,3.082,141.113
Aragón,Huesca,2020,Nº de accidentes con víctimas,340,Subtotal Aragón,1.679,72.959
Aragón,Huesca,2020,Víctimas mortales,20,Subtotal Aragón,68,1.370
Aragón,Huesca,2020,Heridos hospitalizados,54,Subtotal Aragón,255,6.681
Aragón,Huesca,2020,Total víctimas,448,Subtotal Aragón,2.241,95.932
Aragón,Huesca,2021,Nº de accidentes con víctimas,392,Subtotal Aragón,2.115,89.862
Aragón,Huesca,2021,Víctimas mortales,13,Subtotal Aragón,51,1.533
Aragón,Huesca,2021,Heridos hospitalizados,71,Subtotal Aragón,325,7.784
Aragón,Huesca,2021,Total víctimas,545,Subtotal Aragón,2.825,119.695
Aragón,Huesca,2022,Nº de accidentes con víctimas,435,Subtotal Aragón,2.251,97.916
Aragón,Huesca,2022,Víctimas mortales,28,Subtotal Aragón,80,1.746
Aragón,Huesca,2022,Heridos hospitalizados,80,Subtotal Aragón,338,8.502
Aragón,Huesca,2022,Total víctimas,596,Subtotal Aragón,2.960,129.576
Aragón,Teruel,2011,Nº de accidentes con víctimas,172,Subtotal Aragón,2.108,83.027
Aragón,Teruel,2011,Víctimas mortales,10,Subtotal Aragón,86,2.060
Aragón,Teruel,2011,Heridos hospitalizados,49,Subtotal Aragón,508,11.347
Aragón,Teruel,2011,Total víctimas,235,Subtotal Aragón,2.962,117.687
Aragón,Teruel,2012,Nº de accidentes con víctimas,165,Subtotal Aragón,2.044,83.115
Aragón,Teruel,2012,Víctimas mortales,14,Subtotal Aragón,86,1.903
Aragón,Teruel,2012,Heridos hospitalizados,50,Subtotal Aragón,426,10.444
Aragón,Teruel,2012,Total víctimas,242,Subtotal Aragón,2.795,117.793
Aragón,Teruel,2013,Nº de accidentes con víctimas,148,Subtotal Aragón,2.040,89.519
Aragón,Teruel,2013,Víctimas mortales,6,Subtotal Aragón,68,1.680
Aragón,Teruel,2013,Heridos hospitalizados,36,Subtotal Aragón,392,10.086
Aragón,Teruel,2013,Total víctimas,217,Subtotal Aragón,2.833,126.400
Aragón,Teruel,2014,Nº de accidentes con víctimas,195,Subtotal Aragón,2.100,91.570
Aragón,Teruel,2014,Víctimas mortales,14,Subtotal Aragón,77,1.688
Aragón,Teruel,2014,Heridos hospitalizados,53,Subtotal Aragón,364,9.574
Aragón,Teruel,2014,Total víctimas,296,Subtotal Aragón,2.901,128.320
Aragón,Teruel,2015,Nº de accidentes con víctimas,148,Subtotal Aragón,2.200,97.756
Aragón,Teruel,2015,Víctimas mortales,16,Subtotal Aragón,71,1.689
Aragón,Teruel,2015,Heridos hospitalizados,45,Subtotal Aragón,385,9.495
Aragón,Teruel,2015,Total víctimas,205,Subtotal Aragón,3.033,136.144
Aragón,Teruel,2016,Nº de accidentes con víctimas,182,Subtotal Aragón,2.174,102.362
Aragón,Teruel,2016,Víctimas mortales,9,Subtotal Aragón,73,1.810
Aragón,Teruel,2016,Heridos hospitalizados,61,Subtotal Aragón,374,9.755
Aragón,Teruel,2016,Total víctimas,278,Subtotal Aragón,3.064,142.200
Aragón,Teruel,2017,Nº de accidentes con víctimas,214,Subtotal Aragón,2.406,102.233
Aragón,Teruel,2017,Víctimas mortales,18,Subtotal Aragón,80,1.830
Aragón,Teruel,2017,Heridos hospitalizados,64,Subtotal Aragón,398,9.546
Aragón,Teruel,2017,Total víctimas,305,Subtotal Aragón,3.369,140.992
Aragón,Teruel,2018,Nº de accidentes con víctimas,185,Subtotal Aragón,2.150,102.299
Aragón,Teruel,2018,Víctimas mortales,10,Subtotal Aragón,85,1.806
Aragón,Teruel,2018,Heridos hospitalizados,59,Subtotal Aragón,330,8.935
Aragón,Teruel,2018,Total víctimas,253,Subtotal Aragón,3.000,140.415
Aragón,Teruel,2019,Nº de accidentes con víctimas,185,Subtotal Aragón,2.235,104.080
Aragón,Teruel,2019,Víctimas mortales,7,Subtotal Aragón,63,1.755
Aragón,Teruel,2019,Heridos hospitalizados,51,Subtotal Aragón,325,8.613
Aragón,Teruel,2019,Total víctimas,260,Subtotal Aragón,3.082,141.113
Aragón,Teruel,2020,Nº de accidentes con víctimas,170,Subtotal Aragón,1.679,72.959
Aragón,Teruel,2020,Víctimas mortales,10,Subtotal Aragón,68,1.370
Aragón,Teruel,2020,Heridos hospitalizados,41,Subtotal Aragón,255,6.681
Aragón,Teruel,2020,Total víctimas,250,Subtotal Aragón,2.241,95.932
Aragón,Teruel,2021,Nº de accidentes con víctimas,177,Subtotal Aragón,2.115,89.862
Aragón,Teruel,2021,Víctimas mortales,10,Subtotal Aragón,51,1.533
Aragón,Teruel,2021,Heridos hospitalizados,52,Subtotal Aragón,325,7.784
Aragón,Teruel,2021,Total víctimas,236,Subtotal Aragón,2.825,119.695
Aragón,Teruel,2022,Nº de accidentes con víctimas,227,Subtotal Aragón,2.251,97.916
Aragón,Teruel,2022,Víctimas mortales,7,Subtotal Aragón,80,1.746
Aragón,Teruel,2022,Heridos hospitalizados,48,Subtotal Aragón,338,8.502
Aragón,Teruel,2022,Total víctimas,299,Subtotal Aragón,2.960,129.576
Aragón,Zaragoza,2011,Nº de accidentes con víctimas,1.556,Subtotal Aragón,2.108,83.027
Aragón,Zaragoza,2011,Víctimas mortales,47,Subtotal Aragón,86,2.060
Aragón,Zaragoza,2011,Heridos hospitalizados,329,Subtotal Aragón,508,11.347
Aragón,Zaragoza,2011,Total víctimas,2.141,Subtotal Aragón,2.962,117.687
Aragón,Zaragoza,2012,Nº de accidentes con víctimas,1.511,Subtotal Aragón,2.044,83.115
Aragón,Zaragoza,2012,Víctimas mortales,48,Subtotal Aragón,86,1.903
Aragón,Zaragoza,2012,Heridos hospitalizados,282,Subtotal Aragón,426,10.444
Aragón,Zaragoza,2012,Total víctimas,2.020,Subtotal Aragón,2.795,117.793
Aragón,Zaragoza,2013,Nº de accidentes con víctimas,1.470,Subtotal Aragón,2.040,89.519
Aragón,Zaragoza,2013,Víctimas mortales,40,Subtotal Aragón,68,1.680
Aragón,Zaragoza,2013,Heridos hospitalizados,245,Subtotal Aragón,392,10.086
Aragón,Zaragoza,2013,Total víctimas,2.032,Subtotal Aragón,2.833,126.400
Aragón,Zaragoza,2014,Nº de accidentes con víctimas,1.518,Subtotal Aragón,2.100,91.570
Aragón,Zaragoza,2014,Víctimas mortales,39,Subtotal Aragón,77,1.688
Aragón,Zaragoza,2014,Heridos hospitalizados,203,Subtotal Aragón,364,9.574
Aragón,Zaragoza,2014,Total víctimas,2.042,Subtotal Aragón,2.901,128.320
Aragón,Zaragoza,2015,Nº de accidentes con víctimas,1.570,Subtotal Aragón,2.200,97.756
Aragón,Zaragoza,2015,Víctimas mortales,38,Subtotal Aragón,71,1.689
Aragón,Zaragoza,2015,Heridos hospitalizados,229,Subtotal Aragón,385,9.495
Aragón,Zaragoza,2015,Total víctimas,2.158,Subtotal Aragón,3.033,136.144
Aragón,Zaragoza,2016,Nº de accidentes con víctimas,1.529,Subtotal Aragón,2.174,102.362
Aragón,Zaragoza,2016,Víctimas mortales,43,Subtotal Aragón,73,1.810
Aragón,Zaragoza,2016,Heridos hospitalizados,209,Subtotal Aragón,374,9.755
Aragón,Zaragoza,2016,Total víctimas,2.140,Subtotal Aragón,3.064,142.200
Aragón,Zaragoza,2017,Nº de accidentes con víctimas,1.694,Subtotal Aragón,2.406,102.233
Aragón,Zaragoza,2017,Víctimas mortales,37,Subtotal Aragón,80,1.830
Aragón,Zaragoza,2017,Heridos hospitalizados,226,Subtotal Aragón,398,9.546
Aragón,Zaragoza,2017,Total víctimas,2.358,Subtotal Aragón,3.369,140.992
Aragón,Zaragoza,2018,Nº de accidentes con víctimas,1.585,Subtotal Aragón,2.150,102.299
Aragón,Zaragoza,2018,Víctimas mortales,48,Subtotal Aragón,85,1.806
Aragón,Zaragoza,2018,Heridos hospitalizados,202,Subtotal Aragón,330,8.935
Aragón,Zaragoza,2018,Total víctimas,2.189,Subtotal Aragón,3.000,140.415
Aragón,Zaragoza,2019,Nº de accidentes con víctimas,1.609,Subtotal Aragón,2.235,104.080
Aragón,Zaragoza,2019,Víctimas mortales,27,Subtotal Aragón,63,1.755
Aragón,Zaragoza,2019,Heridos hospitalizados,201,Subtotal Aragón,325,8.613
Aragón,Zaragoza,2019,Total víctimas,2.201,Subtotal Aragón,3.082,141.113
Aragón,Zaragoza,2020,Nº de accidentes con víctimas,1.169,Subtotal Aragón,1.679,72.959
Aragón,Zaragoza,2020,Víctimas mortales,38,Subtotal Aragón,68,1.370
Aragón,Zaragoza,2020,Heridos hospitalizados,160,Subtotal Aragón,255,6.681
Aragón,Zaragoza,2020,Total víctimas,1.543,Subtotal Aragón,2.241,95.932
Aragón,Zaragoza,2021,Nº de accidentes con víctimas,1.546,Subtotal Aragón,2.115,89.862
Aragón,Zaragoza,2021,Víctimas mortales,28,Subtotal Aragón,51,1.533
Aragón,Zaragoza,2021,Heridos hospitalizados,202,Subtotal Aragón,325,7.784
Aragón,Zaragoza,2021,Total víctimas,2.044,Subtotal Aragón,2.825,119.695
Aragón,Zaragoza,2022,Nº de accidentes con víctimas,1.589,Subtotal Aragón,2.251,97.916
Aragón,Zaragoza,2022,Víctimas mortales,45,Subtotal Aragón,80,1.746
Aragón,Zaragoza,2022,Heridos hospitalizados,210,Subtotal Aragón,338,8.502
Aragón,Zaragoza,2022,Total víctimas,2.065,Subtotal Aragón,2.960,129.576
"Asturias, Principado de",Asturias,2011,Nº de accidentes con víctimas,1.864,"Subtotal Asturias, Principado de",1.864,83.027
"Asturias, Principado de",Asturias,2011,Víctimas mortales,42,"Subtotal Asturias, Principado de",42,2.060
"Asturias, Principado de",Asturias,2011,Heridos hospitalizados,219,"Subtotal Asturias, Principado de",219,11.347
"Asturias, Principado de",Asturias,2011,Total víctimas,2.794,"Subtotal Asturias, Principado de",2.794,117.687
"Asturias, Principado de",Asturias,2012,Nº de accidentes con víctimas,1.935,"Subtotal Asturias, Principado de",1.935,83.115
"Asturias, Principado de",Asturias,2012,Víctimas mortales,42,"Subtotal Asturias, Principado de",42,1.903
"Asturias, Principado de",Asturias,2012,Heridos hospitalizados,220,"Subtotal Asturias, Principado de",220,10.444
"Asturias, Principado de",Asturias,2012,Total víctimas,2.861,"Subtotal Asturias, Principado de",2.861,117.793
"Asturias, Principado de",Asturias,2013,Nº de accidentes con víctimas,2.298,"Subtotal Asturias, Principado de",2.298,89.519
"Asturias, Principado de",Asturias,2013,Víctimas mortales,46,"Subtotal Asturias, Principado de",46,1.680
"Asturias, Principado de",Asturias,2013,Heridos hospitalizados,237,"Subtotal Asturias, Principado de",237,10.086
"Asturias, Principado de",Asturias,2013,Total víctimas,3.512,"Subtotal Asturias, Principado de",3.512,126.400
"Asturias, Principado de",Asturias,2014,Nº de accidentes con víctimas,2.262,"Subtotal Asturias, Principado de",2.262,91.570
